step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
2714,1085544,10856,0.022234293064965324,0.75,0.75,,,,,
2715,1085996,10860,0.01798723004515624,1.0,1.0,,,,,
2716,1086320,10864,0.014543130399214788,1.0,1.0,,,,,
2717,1086676,10868,0.017437353217337956,0.75,0.75,,,,,
2718,1087128,10872,0.018370287608597404,1.0,1.0,,,,,
2719,1087388,10876,0.01713100688160843,1.0,1.0,,,,,
2720,1087776,10880,0.011034243932787055,1.0,1.0,,,,,
2721,1088132,10884,0.025162735391231757,1.0,1.0,0.041415290341072886,0.0,0.0,,
2722,1088520,10888,0.014791010608212527,1.0,1.0,,,,,
2723,1088972,10892,0.012617234085209402,1.0,1.0,,,,,
2724,1089360,10896,0.01951004262234202,1.0,1.0,,,,,
2725,1089748,10900,0.008864847140874753,1.0,1.0,,,,,
2726,1090104,10904,0.024206735170999395,0.75,0.75,,,,,
2727,1090524,10908,0.014011125161434212,1.0,1.0,,,,,
2728,1090944,10912,0.01624412228265516,1.0,1.0,,,,,
2729,1091332,10916,0.01591130921842172,1.0,1.0,0.030302168793517374,0.75,0.75,,
2730,1091688,10920,0.023126639942779036,0.75,0.75,,,,,
2731,1091980,10924,0.018923497353719305,0.75,0.75,,,,,
2732,1092400,10928,0.014855451906187337,1.0,1.0,,,,,
2733,1092820,10932,0.014093299415638376,1.0,1.0,,,,,
2734,1093240,10936,0.023035481217973313,0.75,0.75,,,,,
2735,1093724,10940,0.01959666565277169,1.0,1.0,,,,,
2736,1094144,10944,0.014047327228337488,1.0,1.0,,,,,
2737,1094564,10948,0.01773015648989463,1.0,1.0,0.04255574513881193,0.0,0.0,,
2738,1094856,10952,0.01643953489116954,1.0,1.0,,,,,
2739,1095308,10956,0.014986148566349416,1.0,1.0,,,,,
2740,1095728,10960,0.020194353790977747,1.0,1.0,,,,,
2741,1096116,10964,0.020401639463448088,1.0,1.0,,,,,
2742,1096504,10968,0.018718379805676758,1.0,1.0,,,,,
2743,1096988,10972,0.021177015141804954,1.0,1.0,,,,,
2744,1097376,10976,0.019417746567935934,1.0,1.0,,,,,
2745,1097764,10980,0.019688356047085475,1.0,1.0,0.02944841429119668,0.5,0.5,,
2746,1098184,10984,0.01691969803279685,1.0,1.0,,,,,
2747,1098508,10988,0.01307937400108794,1.0,1.0,,,,,
2748,1098928,10992,0.01026706589644649,1.0,1.0,,,,,
2749,1099316,10996,0.011336390497784073,1.0,1.0,,,,,
2750,1099768,11000,0.019905506200412808,1.0,1.0,,,,,
2751,1100188,11004,0.015717744381902612,1.0,1.0,,,,,
2752,1100608,11008,0.01882606471744709,1.0,1.0,,,,,
2753,1100932,11012,0.019211703222956462,1.0,1.0,0.03491548951644319,0.25,0.25,,
2754,1101416,11016,0.011538769800981319,1.0,1.0,,,,,
2755,1101772,11020,0.021283477898227456,0.75,0.75,,,,,
2756,1102096,11024,0.012472333898092231,1.0,1.0,,,,,
2757,1102548,11028,0.012577311836573598,1.0,1.0,,,,,
2758,1102840,11032,0.0192246800950208,1.0,1.0,,,,,
2759,1103196,11036,0.014909836224567086,1.0,1.0,,,,,
2760,1103648,11040,0.013077250170510157,1.0,1.0,,,,,
2761,1104100,11044,0.015603276867857216,1.0,1.0,0.026722789799439626,0.25,0.25,,
2762,1104456,11048,0.016327936170178605,1.0,1.0,,,,,
2763,1104940,11052,0.020049072470213238,1.0,1.0,,,,,
2764,1105392,11056,0.01961014539112447,0.5,0.5,,,,,
2765,1105876,11060,0.01548741393800333,1.0,1.0,,,,,
2766,1106296,11064,0.014884842512068782,1.0,1.0,,,,,
2767,1106684,11068,0.020964697336204586,1.0,1.0,,,,,
2768,1107136,11072,0.019634543000470666,1.0,1.0,,,,,
2769,1107524,11076,0.017872643826155526,0.75,0.75,0.025350191509082916,0.5,0.5,,
2770,1107848,11080,0.016615214644723864,1.0,1.0,,,,,
2771,1108300,11084,0.018566893623387305,1.0,1.0,,,,,
2772,1108752,11088,0.022844740175429885,1.0,1.0,,,,,
2773,1109044,11092,0.016654200048266614,1.0,1.0,,,,,
2774,1109400,11096,0.014807864562735735,1.0,1.0,,,,,
2775,1109692,11100,0.02667450556061302,0.75,0.75,,,,,
2776,1110112,11104,0.0192021459090035,1.0,1.0,,,,,
2777,1110500,11108,0.020035859711862485,0.75,0.75,0.01954470504087162,0.75,0.75,,
2778,1110824,11112,0.018651241884054898,1.0,1.0,,,,,
2779,1111276,11116,0.014762140114816188,1.0,1.0,,,,,
2780,1111664,11120,0.014446340971395901,1.0,1.0,,,,,
2781,1112020,11124,0.01943465438748919,1.0,1.0,,,,,
2782,1112408,11128,0.015901281601499395,1.0,1.0,,,,,
2783,1112764,11132,0.017458467802967514,1.0,1.0,,,,,
2784,1113120,11136,0.017537417834139462,1.0,1.0,,,,,
2785,1113476,11140,0.017691644799804878,1.0,1.0,0.025034132419504564,0.75,0.75,,
2786,1113896,11144,0.020672693840820912,1.0,1.0,,,,,
2787,1114284,11148,0.02540509299688296,0.75,0.75,,,,,
2788,1114736,11152,0.015712433180005918,0.75,0.75,,,,,
2789,1115188,11156,0.01600888327290066,1.0,1.0,,,,,
2790,1115608,11160,0.01703450865701636,1.0,1.0,,,,,
2791,1115868,11164,0.020994492555952926,0.75,0.75,,,,,
2792,1116224,11168,0.013101754676399761,1.0,1.0,,,,,
2793,1116708,11172,0.014798279077585911,1.0,1.0,0.04341994546572646,0.5,0.5,,
2794,1117128,11176,0.01723375821347721,1.0,1.0,,,,,
2795,1117516,11180,0.012226632825219864,1.0,1.0,,,,,
2796,1117808,11184,0.01636535601261992,1.0,1.0,,,,,
2797,1118196,11188,0.015861912530155804,1.0,1.0,,,,,
2798,1118616,11192,0.015286466297109561,1.0,1.0,,,,,
2799,1119132,11196,0.010305604835361689,1.0,1.0,,,,,
2800,1119584,11200,0.018249315177402362,1.0,1.0,,,,,
2801,1119812,11204,0.021396781917682853,0.5,0.5,0.07448229004353409,0.0,0.0,,
2802,1120200,11208,0.01727522017853458,1.0,1.0,,,,,
2803,1120556,11212,0.02157370601290169,0.75,0.75,,,,,
2804,1120912,11216,0.021016590545842734,1.0,1.0,,,,,
2805,1121300,11220,0.015471792719520533,1.0,1.0,,,,,
2806,1121624,11224,0.016097811241895858,1.0,1.0,,,,,
2807,1122044,11228,0.013820492746714836,1.0,1.0,,,,,
2808,1122432,11232,0.012710671873798022,1.0,1.0,,,,,
2809,1122852,11236,0.015212105218269238,1.0,1.0,0.05675090389009372,0.0,0.0,,
2810,1123144,11240,0.014004067412760564,1.0,1.0,,,,,
2811,1123564,11244,0.009537643944060287,1.0,1.0,,,,,
2812,1123888,11248,0.017091217109231675,1.0,1.0,,,,,
2813,1124308,11252,0.01339199386304739,1.0,1.0,,,,,
2814,1124664,11256,0.023248298532543964,1.0,1.0,,,,,
2815,1124988,11260,0.015943133172596595,1.0,1.0,,,,,
2816,1125440,11264,0.011923712520799806,1.0,1.0,,,,,
2817,1125892,11268,0.011944603915534672,1.0,1.0,0.04036948702265458,0.25,0.25,,
2818,1126312,11272,0.02171547688131317,1.0,1.0,,,,,
2819,1126700,11276,0.02004719947573438,1.0,1.0,,,,,
2820,1127088,11280,0.005316632813331417,1.0,1.0,,,,,
2821,1127444,11284,0.016877066172800787,1.0,1.0,,,,,
2822,1127768,11288,0.018454528942826037,0.75,0.75,,,,,
2823,1128188,11292,0.014530879394819481,1.0,1.0,,,,,
2824,1128640,11296,0.01315377333611023,1.0,1.0,,,,,
2825,1129028,11300,0.015124766827006487,1.0,1.0,0.021379921398944048,0.75,0.75,,
2826,1129416,11304,0.01688142666739798,0.75,0.75,,,,,
2827,1129580,11308,0.01937042499835346,1.0,1.0,,,,,
2828,1130064,11312,0.013601181123618118,1.0,1.0,,,,,
2829,1130452,11316,0.015296738166973542,1.0,1.0,,,,,
2830,1130904,11320,0.015801829725214937,1.0,1.0,,,,,
2831,1131324,11324,0.013231546813312473,1.0,1.0,,,,,
2832,1131744,11328,0.01274846946311715,1.0,1.0,,,,,
2833,1132228,11332,0.015031441646509812,1.0,1.0,0.04033480148554282,0.25,0.25,,
2834,1132616,11336,0.017746195755745663,0.75,0.75,,,,,
2835,1133036,11340,0.018699085053394713,1.0,1.0,,,,,
2836,1133456,11344,0.017110210827645807,1.0,1.0,,,,,
2837,1133844,11348,0.01031862594402997,1.0,1.0,,,,,
2838,1134296,11352,0.012502967648426896,1.0,1.0,,,,,
2839,1134716,11356,0.019814004872590028,0.75,0.75,,,,,
2840,1135200,11360,0.01598987003867173,1.0,1.0,,,,,
2841,1135652,11364,0.01775937173228804,1.0,1.0,0.04603934325206137,0.25,0.25,,
2842,1135976,11368,0.014482093615448577,1.0,1.0,,,,,
2843,1136300,11372,0.022919231155583388,0.75,0.75,,,,,
2844,1136560,11376,0.018785046705605525,0.75,0.75,,,,,
2845,1136980,11380,0.013920731634856135,1.0,1.0,,,,,
2846,1137400,11384,0.014982484833175842,1.0,1.0,,,,,
2847,1137852,11388,0.018470792567715923,1.0,1.0,,,,,
2848,1138304,11392,0.017005985236825394,0.75,0.75,,,,,
2849,1138692,11396,0.018084730738661858,1.0,1.0,0.05047858127400883,0.25,0.25,,
2850,1139080,11400,0.02104628771646592,1.0,1.0,,,,,
2851,1139532,11404,0.014178156596038745,1.0,1.0,,,,,
2852,1139952,11408,0.018508901439882257,0.75,0.75,,,,,
2853,1140308,11412,0.01449173426171533,1.0,1.0,,,,,
2854,1140760,11416,0.01568427452800539,1.0,1.0,,,,,
2855,1141116,11420,0.021799901477921203,0.75,0.75,,,,,
2856,1141440,11424,0.017586648240318466,1.0,1.0,,,,,
2857,1141828,11428,0.01779934621369782,1.0,1.0,0.03905354745849901,0.25,0.25,,
2858,1142216,11432,0.012048224234724625,1.0,1.0,,,,,
2859,1142636,11436,0.017308173659176116,1.0,1.0,,,,,
2860,1143088,11440,0.01768656650727341,0.75,0.75,,,,,
2861,1143572,11444,0.013599452883489837,1.0,1.0,,,,,
2862,1143928,11448,0.013995579716233058,1.0,1.0,,,,,
2863,1144252,11452,0.011402380137499845,1.0,1.0,,,,,
2864,1144640,11456,0.011582824075601536,1.0,1.0,,,,,
2865,1145060,11460,0.01817937091701533,1.0,1.0,0.060377294333261396,0.25,0.25,,
2866,1145256,11464,0.019629842255138023,1.0,1.0,,,,,
2867,1145740,11468,0.011663312770063623,1.0,1.0,,,,,
2868,1146160,11472,0.019802578486148407,1.0,1.0,,,,,
2869,1146580,11476,0.015875075793369144,1.0,1.0,,,,,
2870,1147000,11480,0.013724169097109606,1.0,1.0,,,,,
2871,1147420,11484,0.011720838609813492,1.0,1.0,,,,,
2872,1147840,11488,0.017705655278671115,0.75,0.75,,,,,
2873,1148132,11492,0.020225909951719027,1.0,1.0,0.041546783917309316,0.5,0.5,,
2874,1148488,11496,0.022443100305445787,1.0,1.0,,,,,
2875,1148940,11500,0.017192298722390486,1.0,1.0,,,,,
2876,1149424,11504,0.009340884871196463,1.0,1.0,,,,,
2877,1149844,11508,0.015499716744665918,1.0,1.0,,,,,
2878,1150296,11512,0.021054411506246182,0.5,0.5,,,,,
2879,1150716,11516,0.02811712902903492,0.75,0.75,,,,,
2880,1151168,11520,0.017023219991066266,1.0,1.0,,,,,
2881,1151588,11524,0.018378132129566224,1.0,1.0,0.02696364291469643,0.75,0.75,,
2882,1151976,11528,0.013679107301606491,1.0,1.0,,,,,
2883,1152332,11532,0.018181618687854253,1.0,1.0,,,,,
2884,1152720,11536,0.017803175571064773,1.0,1.0,,,,,
2885,1153172,11540,0.01668735617375315,1.0,1.0,,,,,
2886,1153624,11544,0.01453090644084623,1.0,1.0,,,,,
2887,1153980,11548,0.01357373309732806,1.0,1.0,,,,,
2888,1154368,11552,0.014599159247689437,1.0,1.0,,,,,
2889,1154788,11556,0.01442968297102392,1.0,1.0,0.02253421756685487,0.75,0.75,,
2890,1155144,11560,0.018668843339560752,0.75,0.75,,,,,
2891,1155500,11564,0.013866183911930036,1.0,1.0,,,,,
2892,1155856,11568,0.01651999372094741,1.0,1.0,,,,,
2893,1156276,11572,0.019861651577370205,0.75,0.75,,,,,
2894,1156760,11576,0.015110243610582037,1.0,1.0,,,,,
2895,1157116,11580,0.010761160429437706,1.0,1.0,,,,,
2896,1157536,11584,0.012683970882181667,1.0,1.0,,,,,
2897,1157988,11588,0.015756001842383464,1.0,1.0,0.03410671167043833,0.5,0.5,,
2898,1158376,11592,0.016713336864044616,1.0,1.0,,,,,
2899,1158828,11596,0.01601951154115423,1.0,1.0,,,,,
2900,1159184,11600,0.017959166732180322,1.0,1.0,,,,,
2901,1159636,11604,0.015544042684190712,1.0,1.0,,,,,
2902,1159992,11608,0.016105721465306158,1.0,1.0,,,,,
2903,1160380,11612,0.016099089890751393,1.0,1.0,,,,,
2904,1160832,11616,0.015613539290129068,1.0,1.0,,,,,
2905,1161156,11620,0.018328685194105916,1.0,1.0,0.06265669452071311,0.25,0.25,,
2906,1161608,11624,0.018898714935039942,1.0,1.0,,,,,
2907,1161996,11628,0.015502225119241994,1.0,1.0,,,,,
2908,1162352,11632,0.023816121398543624,0.5,0.5,,,,,
2909,1162740,11636,0.015510304435473625,1.0,1.0,,,,,
2910,1163224,11640,0.0164214562480464,1.0,1.0,,,,,
2911,1163644,11644,0.02068304527739148,0.75,0.75,,,,,
2912,1164032,11648,0.014651899195157553,1.0,1.0,,,,,
2913,1164420,11652,0.02100303711080546,1.0,1.0,0.03897210931190247,0.75,0.75,,
2914,1164840,11656,0.012177719448444148,1.0,1.0,,,,,
2915,1165292,11660,0.01443132860673499,1.0,1.0,,,,,
2916,1165712,11664,0.0169023554059034,0.75,0.75,,,,,
2917,1166164,11668,0.017929869852239818,1.0,1.0,,,,,
2918,1166520,11672,0.018037021991687417,1.0,1.0,,,,,
2919,1166908,11676,0.016163338433867386,0.75,0.75,,,,,
2920,1167296,11680,0.013167650852151524,1.0,1.0,,,,,
2921,1167684,11684,0.013624034112048974,1.0,1.0,0.06701231698249034,0.0,0.0,,
2922,1168104,11688,0.012323096677759314,1.0,1.0,,,,,
2923,1168556,11692,0.012764798137410235,1.0,1.0,,,,,
2924,1169008,11696,0.010357933063193308,1.0,1.0,,,,,
2925,1169460,11700,0.018827519958050504,1.0,1.0,,,,,
2926,1169880,11704,0.016271480780214072,1.0,1.0,,,,,
2927,1170268,11708,0.013528753080070087,1.0,1.0,,,,,
2928,1170624,11712,0.018023358215986888,1.0,1.0,,,,,
2929,1171108,11716,0.016399808627656495,1.0,1.0,0.02645728511499379,0.75,0.75,,
2930,1171400,11720,0.014731295000237846,1.0,1.0,,,,,
2931,1171852,11724,0.016637002890446003,1.0,1.0,,,,,
2932,1172272,11728,0.012512671575806055,1.0,1.0,,,,,
2933,1172596,11732,0.018157004649795756,1.0,1.0,,,,,
2934,1173048,11736,0.016490302461834697,1.0,1.0,,,,,
2935,1173468,11740,0.013882571328569463,1.0,1.0,,,,,
2936,1173888,11744,0.015905171092529206,1.0,1.0,,,,,
2937,1174244,11748,0.014759019052611832,1.0,1.0,0.04043196100692406,0.25,0.25,,
2938,1174664,11752,0.0180056275246427,0.75,0.75,,,,,
2939,1175084,11756,0.019637250738417694,1.0,1.0,,,,,
2940,1175472,11760,0.015880299604615716,0.75,0.75,,,,,
2941,1175892,11764,0.012563063984011977,1.0,1.0,,,,,
2942,1176184,11768,0.017512723246912037,1.0,1.0,,,,,
2943,1176572,11772,0.021057715428148206,0.75,0.75,,,,,
2944,1176992,11776,0.016607418488231523,1.0,1.0,,,,,
2945,1177412,11780,0.014647418982381826,1.0,1.0,0.03551767008418094,0.75,0.75,,
2946,1177832,11784,0.01528026621161566,1.0,1.0,,,,,
2947,1178028,11788,0.020423477287426595,0.75,0.75,,,,,
2948,1178352,11792,0.01410099846762398,1.0,1.0,,,,,
2949,1178772,11796,0.012394964683829352,1.0,1.0,,,,,
2950,1179160,11800,0.02005416691932616,1.0,1.0,,,,,
2951,1179324,11804,0.016345354671358992,1.0,1.0,,,,,
2952,1179744,11808,0.017043028920647216,1.0,1.0,,,,,
2953,1180196,11812,0.015485897266577101,1.0,1.0,0.024338414843194454,0.75,0.75,,
2954,1180648,11816,0.010024727465388366,1.0,1.0,,,,,
2955,1181100,11820,0.01621374715929822,0.5,0.5,,,,,
2956,1181520,11824,0.016937621025802364,1.0,1.0,,,,,
2957,1181940,11828,0.01206919501192044,1.0,1.0,,,,,
2958,1182296,11832,0.013149650431536718,1.0,1.0,,,,,
2959,1182748,11836,0.016693171210515226,1.0,1.0,,,,,
2960,1183136,11840,0.01649392358584893,0.75,0.75,,,,,
2961,1183556,11844,0.020280999155415504,1.0,1.0,0.0384088795778302,0.25,0.25,,
2962,1183944,11848,0.01804343405635249,1.0,1.0,,,,,
2963,1184364,11852,0.018837134998413253,1.0,1.0,,,,,
2964,1184784,11856,0.01716800107859269,1.0,1.0,,,,,
2965,1185140,11860,0.015461923237896504,1.0,1.0,,,,,
2966,1185560,11864,0.01996574936114677,1.0,1.0,,,,,
2967,1185916,11868,0.019489046396143204,0.75,0.75,,,,,
2968,1186272,11872,0.01913067824803807,1.0,1.0,,,,,
2969,1186564,11876,0.015646184349513297,1.0,1.0,0.03776992344661784,0.5,0.5,,
2970,1187016,11880,0.010632056868861517,1.0,1.0,,,,,
2971,1187436,11884,0.010095985157141767,1.0,1.0,,,,,
2972,1187824,11888,0.015062894863515352,1.0,1.0,,,,,
2973,1188276,11892,0.015069052374900999,0.75,0.75,,,,,
2974,1188696,11896,0.016672463395977662,1.0,1.0,,,,,
2975,1189116,11900,0.01606359241124058,1.0,1.0,,,,,
2976,1189472,11904,0.01181478276019422,1.0,1.0,,,,,
2977,1189892,11908,0.015352583790468983,1.0,1.0,0.03213563050678186,0.25,0.25,,
2978,1190184,11912,0.015939499985779107,0.75,0.75,,,,,
2979,1190572,11916,0.02291248276769181,0.75,0.75,,,,,
2980,1191024,11920,0.01677366328139244,1.0,1.0,,,,,
2981,1191476,11924,0.012547839772539439,1.0,1.0,,,,,
2982,1191864,11928,0.01970137276274694,1.0,1.0,,,,,
2983,1192252,11932,0.016859717032069076,1.0,1.0,,,,,
2984,1192672,11936,0.01598715604351705,1.0,1.0,,,,,
2985,1193060,11940,0.011035209002379226,1.0,1.0,0.04515438478871927,0.25,0.25,,
2986,1193448,11944,0.02194803216000024,0.75,0.75,,,,,
2987,1193804,11948,0.015451072863959454,0.75,0.75,,,,,
2988,1194224,11952,0.013627738759549538,1.0,1.0,,,,,
2989,1194612,11956,0.01730301452925945,1.0,1.0,,,,,
2990,1195032,11960,0.01573774686660254,1.0,1.0,,,,,
2991,1195356,11964,0.016658102898378088,1.0,1.0,,,,,
2992,1195616,11968,0.015390078803783479,1.0,1.0,,,,,
2993,1196004,11972,0.01610758646769548,1.0,1.0,0.03610379022228779,0.5,0.5,,
2994,1196456,11976,0.018451658167933937,0.75,0.75,,,,,
2995,1196780,11980,0.016659001287685927,1.0,1.0,,,,,
2996,1197136,11984,0.016901546982779046,1.0,1.0,,,,,
2997,1197524,11988,0.015871653550582676,1.0,1.0,,,,,
2998,1197976,11992,0.016473052645147066,1.0,1.0,,,,,
2999,1198140,11996,0.018758254985415647,1.0,1.0,,,,,
3000,1198592,12000,0.012859066762973076,1.0,1.0,,,,,
3001,1199012,12004,0.012945246099746078,1.0,1.0,0.03579869744590678,0.25,0.25,,
3002,1199304,12008,0.019085005192658436,1.0,1.0,,,,,
3003,1199756,12012,0.02226118287669002,1.0,1.0,,,,,
3004,1200208,12016,0.01666571914693759,1.0,1.0,,,,,
3005,1200660,12020,0.015596395394098659,1.0,1.0,,,,,
3006,1201112,12024,0.01635335709930014,1.0,1.0,,,,,
3007,1201564,12028,0.01908009332902393,1.0,1.0,,,,,
3008,1202048,12032,0.013024043948278925,1.0,1.0,,,,,
3009,1202500,12036,0.01543048679001249,1.0,1.0,0.032856431496221396,0.75,0.75,,
3010,1202888,12040,0.018292256676608054,1.0,1.0,,,,,
3011,1203308,12044,0.01835665849057038,0.75,0.75,,,,,
3012,1203696,12048,0.012087044253933957,1.0,1.0,,,,,
3013,1204084,12052,0.017944727474853837,1.0,1.0,,,,,
3014,1204568,12056,0.01757995004676699,0.75,0.75,,,,,
3015,1205052,12060,0.013847744163110236,1.0,1.0,,,,,
3016,1205472,12064,0.011175224713141243,1.0,1.0,,,,,
3017,1205892,12068,0.013431345400937815,1.0,1.0,0.04801134248355505,0.0,0.0,,
3018,1206280,12072,0.01662535534002048,0.75,0.75,,,,,
3019,1206796,12076,0.016508138379331464,0.75,0.75,,,,,
3020,1207248,12080,0.017079414401175583,1.0,1.0,,,,,
3021,1207668,12084,0.016580759101667918,0.75,0.75,,,,,
3022,1208088,12088,0.016954982034322656,1.0,1.0,,,,,
3023,1208412,12092,0.015222338295536117,1.0,1.0,,,,,
3024,1208864,12096,0.02223433851489032,1.0,1.0,,,,,
3025,1209316,12100,0.01527963790242182,1.0,1.0,0.0612735104781619,0.0,0.0,,
3026,1209736,12104,0.0126702884839211,1.0,1.0,,,,,
3027,1210188,12108,0.011768642949733987,1.0,1.0,,,,,
3028,1210640,12112,0.013693755135318285,1.0,1.0,,,,,
3029,1211060,12116,0.016962552691900088,1.0,1.0,,,,,
3030,1211480,12120,0.015907449272429888,1.0,1.0,,,,,
3031,1211900,12124,0.020475408075451285,1.0,1.0,,,,,
3032,1212160,12128,0.016558381155720656,1.0,1.0,,,,,
3033,1212580,12132,0.019354265899106556,1.0,1.0,0.026310289291170436,0.75,0.75,,
3034,1213032,12136,0.015739367415663685,1.0,1.0,,,,,
3035,1213420,12140,0.011680224557876512,1.0,1.0,,,,,
3036,1213872,12144,0.014298000221817474,1.0,1.0,,,,,
3037,1214324,12148,0.01700428029170668,0.5,0.5,,,,,
3038,1214744,12152,0.014242160291577124,1.0,1.0,,,,,
3039,1215132,12156,0.021072219544984713,0.5,0.5,,,,,
3040,1215520,12160,0.0156326792434647,1.0,1.0,,,,,
3041,1215908,12164,0.01164351160637833,1.0,1.0,0.04207081408131587,0.5,0.5,,
3042,1216168,12168,0.017668075898532188,1.0,1.0,,,,,
3043,1216652,12172,0.01307190710415519,1.0,1.0,,,,,
3044,1217104,12176,0.02082710785221853,1.0,1.0,,,,,
3045,1217492,12180,0.015696997799740927,1.0,1.0,,,,,
3046,1217944,12184,0.017749592860438212,0.75,0.75,,,,,
3047,1218364,12188,0.01315039321809904,1.0,1.0,,,,,
3048,1218688,12192,0.016152267279158358,1.0,1.0,,,,,
3049,1218916,12196,0.019480586866067184,1.0,1.0,0.034411071666643346,0.5,0.5,,
3050,1219304,12200,0.01506790697716487,1.0,1.0,,,,,
3051,1219692,12204,0.01184396507434099,1.0,1.0,,,,,
3052,1219952,12208,0.014828534023260256,1.0,1.0,,,,,
3053,1220340,12212,0.01419799296203327,1.0,1.0,,,,,
3054,1220632,12216,0.01903690340795094,0.75,0.75,,,,,
3055,1221020,12220,0.021355340478866936,1.0,1.0,,,,,
3056,1221440,12224,0.017405717146389384,1.0,1.0,,,,,
3057,1221796,12228,0.014367006546643933,1.0,1.0,0.025876297532528507,0.75,0.75,,
3058,1222216,12232,0.014482252233284105,1.0,1.0,,,,,
3059,1222604,12236,0.019271269805782188,1.0,1.0,,,,,
3060,1223024,12240,0.01521493464684905,1.0,1.0,,,,,
3061,1223508,12244,0.018205021451331467,1.0,1.0,,,,,
3062,1223992,12248,0.018008710588558963,1.0,1.0,,,,,
3063,1224348,12252,0.014854000234010128,1.0,1.0,,,,,
3064,1224576,12256,0.027431783492369893,0.75,0.75,,,,,
3065,1224836,12260,0.013996665288519663,1.0,1.0,0.07645333952382576,0.25,0.25,,
3066,1225256,12264,0.012281867208527352,1.0,1.0,,,,,
3067,1225644,12268,0.0176697288414019,0.75,0.75,,,,,
3068,1226032,12272,0.011935791215906115,1.0,1.0,,,,,
3069,1226388,12276,0.01915159359410795,0.75,0.75,,,,,
3070,1226936,12280,0.015106015750172746,1.0,1.0,,,,,
3071,1227292,12284,0.01821553765369605,1.0,1.0,,,,,
3072,1227680,12288,0.013905146088956046,1.0,1.0,,,,,
3073,1228036,12292,0.017490235173449515,1.0,1.0,0.06278529929849211,0.5,0.5,,
3074,1228488,12296,0.014247896673465908,1.0,1.0,,,,,
3075,1228940,12300,0.01634444071192374,1.0,1.0,,,,,
3076,1229360,12304,0.016986050830976544,1.0,1.0,,,,,
3077,1229716,12308,0.015252157978026164,1.0,1.0,,,,,
3078,1230104,12312,0.01618682318591932,1.0,1.0,,,,,
3079,1230524,12316,0.00939646397051466,1.0,1.0,,,,,
3080,1230944,12320,0.015944760650812503,1.0,1.0,,,,,
3081,1231204,12324,0.016865757609042156,1.0,1.0,0.04823694908319537,0.25,0.25,,
3082,1231624,12328,0.018271331489428912,0.75,0.75,,,,,
3083,1231884,12332,0.016938573091972203,1.0,1.0,,,,,
3084,1232304,12336,0.01565741235165471,1.0,1.0,,,,,
3085,1232628,12340,0.013535704766487841,1.0,1.0,,,,,
3086,1233048,12344,0.019186426076982382,1.0,1.0,,,,,
3087,1233436,12348,0.017492386826026024,1.0,1.0,,,,,
3088,1233792,12352,0.02380821137457431,1.0,1.0,,,,,
3089,1234212,12356,0.012594831351278797,1.0,1.0,0.03864814816550118,0.5,0.5,,
3090,1234632,12360,0.018972964445037398,0.75,0.75,,,,,
3091,1235052,12364,0.014578020992378723,1.0,1.0,,,,,
3092,1235504,12368,0.021627016122975982,0.75,0.75,,,,,
3093,1235924,12372,0.03405684380655997,0.75,0.75,,,,,
3094,1236408,12376,0.012240383083068806,1.0,1.0,,,,,
3095,1236764,12380,0.01279477396689,1.0,1.0,,,,,
3096,1237120,12384,0.019735793392533393,1.0,1.0,,,,,
3097,1237540,12388,0.0173455121038868,1.0,1.0,0.03647369671945338,0.25,0.25,,
3098,1237992,12392,0.019124126919373197,1.0,1.0,,,,,
3099,1238348,12396,0.016250882925262028,0.75,0.75,,,,,
3100,1238704,12400,0.0156688780162676,1.0,1.0,,,,,
3101,1239124,12404,0.010962198678384228,1.0,1.0,,,,,
3102,1239544,12408,0.016833763696194458,1.0,1.0,,,,,
3103,1239804,12412,0.017096142419140054,1.0,1.0,,,,,
3104,1240288,12416,0.015565456322579833,1.0,1.0,,,,,
3105,1240644,12420,0.016554598313617636,0.75,0.75,0.06313534048812879,0.25,0.25,,
3106,1241064,12424,0.023047211447999868,1.0,1.0,,,,,
3107,1241388,12428,0.01879518652245123,0.5,0.5,,,,,
3108,1241776,12432,0.015196826270120223,1.0,1.0,,,,,
3109,1241972,12436,0.020486330624203457,1.0,1.0,,,,,
3110,1242360,12440,0.016948364703132875,1.0,1.0,,,,,
3111,1242684,12444,0.018064924455489392,1.0,1.0,,,,,
3112,1243136,12448,0.011899003342729074,1.0,1.0,,,,,
3113,1243492,12452,0.015808775569901564,0.75,0.75,0.06377648282667497,0.25,0.25,,
3114,1243912,12456,0.012813901577779212,1.0,1.0,,,,,
3115,1244204,12460,0.01806492667705331,1.0,1.0,,,,,
3116,1244464,12464,0.021579331987325007,0.75,0.75,,,,,
3117,1244724,12468,0.016059572075569687,1.0,1.0,,,,,
3118,1245144,12472,0.01414311990829762,1.0,1.0,,,,,
3119,1245532,12476,0.010120476125731628,1.0,1.0,,,,,
3120,1245952,12480,0.010620808498822892,1.0,1.0,,,,,
3121,1246372,12484,0.015046601957528117,0.75,0.75,0.02276042393478802,0.75,0.75,,
3122,1246824,12488,0.022044932452191683,0.75,0.75,,,,,
3123,1247276,12492,0.011356931850181958,1.0,1.0,,,,,
3124,1247632,12496,0.015195119632688187,1.0,1.0,,,,,
3125,1248052,12500,0.01507974141763389,1.0,1.0,,,,,
